InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Session_ID,Revenue,Total_Page_Views,Total_Page_Duration,Bounce_Rate,Exit_Rate,Page_Values,Total_Visits,Month,Visitor_Type,Traffic_Type,Special_Day,Operating_System,Browser,Region,Weekend
536370,21883,STARS GIFT TAPE ,24,12-01-2010 08:45,0.65,12583,France,31,0,11,4.16034702,0.360137064,0.434632999,12.48777113,2,May,New,Referral,No,Mac,Edge,Europe,No
536370,10002,INFLATABLE POLITICAL GLOBE ,48,12-01-2010 08:45,0.85,12583,France,32,0,6,8.724838244,0.546401894,0.067515769,2.140002664,8,January,Returning,Direct,No,Linux,Safari,Europe,Yes
536370,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,12-01-2010 08:45,1.25,12583,France,33,0,5,5.190884156,0.088546979,0.902628714,6.765285732,1,April,Returning,Referral,No,Windows,Safari,Europe,No
536370,21035,SET/2 RED RETROSPOT TEA TOWELS ,18,12-01-2010 08:45,2.95,12583,France,34,1,13,8.5272524,0.588183559,0.126915982,4.27273565,6,June,Returning,Direct,No,Windows,Safari,Europe,Yes
536370,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,12-01-2010 08:45,2.95,12583,France,35,1,6,1.353406667,0.777540023,0.923549233,6.004186381,2,September,New,Referral,Yes,Mac,Edge,North America,No
536370,22629,SPACEBOY LUNCH BOX ,24,12-01-2010 08:45,1.95,12583,France,36,0,10,3.738267391,0.986813804,0.732630606,11.6467399,6,December,Returning,Referral,No,Windows,Chrome,Europe,Yes
536370,22659,LUNCH BOX I LOVE LONDON,24,12-01-2010 08:45,1.95,12583,France,37,0,8,5.817633161,0.32027955,0.934239121,10.24381665,12,January,Returning,Organic,No,Windows,Chrome,Asia,Yes
536370,22631,CIRCUS PARADE LUNCH BOX ,24,12-01-2010 08:45,1.95,12583,France,38,0,14,5.18746516,0.155124751,0.665391812,13.35594498,4,July,Returning,Direct,No,Mac,Edge,Asia,Yes
536370,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,12-01-2010 08:45,0.85,12583,France,39,0,10,0.888907474,0.365901203,0.995112676,-1.267732352,13,February,Returning,Organic,No,Linux,Edge,Europe,Yes
536370,21731,RED TOADSTOOL LED NIGHT LIGHT,24,12-01-2010 08:45,1.65,12583,France,40,0,7,4.540841639,0.019302484,0.467001681,8.65045428,8,February,Returning,Organic,Yes,Windows,Safari,North America,Yes
536370,22900, SET 2 TEA TOWELS I LOVE LONDON ,24,12-01-2010 08:45,2.95,12583,France,41,0,15,9.946035193,0.408773322,0.329621508,9.46539296,10,November,Returning,Referral,No,Mac,Safari,Asia,No
536370,21913,VINTAGE SEASIDE JIGSAW PUZZLES,12,12-01-2010 08:45,3.75,12583,France,42,0,6,5.493825544,0.914589485,0.393311957,1.8087148,8,April,Returning,Referral,No,Mac,Safari,Europe,Yes
536370,22540,MINI JIGSAW CIRCUS PARADE ,24,12-01-2010 08:45,0.42,12583,France,43,0,12,6.208872,0.194351094,0.350288932,6.558096385,6,December,Returning,Direct,Yes,Linux,Chrome,North America,No
536370,22544,MINI JIGSAW SPACEBOY,24,12-01-2010 08:45,0.42,12583,France,44,1,8,3.712113664,0.477719648,0.400797285,9.893553914,13,July,Returning,Organic,No,Mac,Firefox,Asia,No
536370,22492,MINI PAINT SET VINTAGE ,36,12-01-2010 08:45,0.65,12583,France,45,0,7,5.486568295,0.572617054,0.885202106,11.60359021,12,November,Returning,Organic,No,Linux,Edge,Europe,No
536370,POST,POSTAGE,3,12-01-2010 08:45,18,12583,France,46,0,9,4.975343604,0.17990712,0.592061135,11.73669485,3,September,New,Referral,No,Linux,Safari,Asia,No
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12-01-2010 09:00,2.55,13748,United Kingdom,47,0,8,7.237628863,0.330105524,0.725697921,0.144056159,2,July,Returning,Direct,No,Linux,Edge,Asia,Yes
536372,22632,HAND WARMER RED POLKA DOT,6,12-01-2010 09:01,1.85,17850,United Kingdom,48,0,7,7.174001774,0.911357557,0.28787326,6.848792996,7,March,Returning,Direct,Yes,Windows,Edge,North America,No
536372,22633,HAND WARMER UNION JACK,6,12-01-2010 09:01,1.85,17850,United Kingdom,49,0,10,5.81503229,0.295728738,0.989870683,2.351871507,6,September,Returning,Referral,No,Mac,Chrome,Asia,Yes
536373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12-01-2010 09:02,2.55,17850,United Kingdom,50,0,12,5.141931631,0.635363019,0.280734742,9.970678208,14,April,Returning,Organic,No,Windows,Edge,Asia,Yes
536373,71053,WHITE METAL LANTERN,6,12-01-2010 09:02,3.39,17850,United Kingdom,51,1,8,1.641784928,0.136951919,0.159025146,7.844864025,14,December,New,Referral,No,Mac,Safari,Asia,Yes
536373,84406B,CREAM CUPID HEARTS COAT HANGER,8,12-01-2010 09:02,2.75,17850,United Kingdom,52,0,12,1.572089126,0.669866779,0.778194585,6.873442812,9,June,Returning,Direct,No,Mac,Edge,Asia,No
536373,20679,EDWARDIAN PARASOL RED,6,12-01-2010 09:02,4.95,17850,United Kingdom,53,1,7,5.163821827,0.27914441,0.839075335,25.83588309,1,April,Returning,Referral,No,Mac,Safari,North America,No
536373,37370,RETRO COFFEE MUGS ASSORTED,6,12-01-2010 09:02,1.06,17850,United Kingdom,54,1,8,6.749268223,0.231262782,0.393795267,4.740829522,3,March,Returning,Direct,No,Linux,Safari,North America,No
536373,21871,SAVE THE PLANET MUG,6,12-01-2010 09:02,1.06,17850,United Kingdom,55,0,7,7.663492114,0.124165182,0.541071782,9.917422349,6,January,Returning,Referral,No,Mac,Edge,Asia,Yes
536373,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12-01-2010 09:02,1.06,17850,United Kingdom,56,1,12,3.220522499,0.046824385,0.414127984,12.39289762,13,February,New,Direct,No,Linux,Firefox,Europe,No
536373,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12-01-2010 09:02,1.06,17850,United Kingdom,57,0,9,1.981522813,0.967859711,0.293921956,11.7894558,5,March,Returning,Direct,Yes,Mac,Safari,Europe,No
536373,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12-01-2010 09:02,4.95,17850,United Kingdom,58,0,7,6.865918306,0.413904716,0.813377032,12.89215892,13,December,Returning,Organic,No,Mac,Edge,Asia,No
536373,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12-01-2010 09:02,6.95,17850,United Kingdom,59,0,13,3.370616466,0.777615502,0.757037356,11.77676439,2,August,Returning,Organic,Yes,Mac,Chrome,Asia,Yes
536373,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12-01-2010 09:02,2.1,17850,United Kingdom,60,0,8,1.845863465,0.9200893,0.48532863,8.348219712,5,October,Returning,Referral,No,Windows,Chrome,Europe,Yes
536373,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12-01-2010 09:02,2.55,17850,United Kingdom,61,0,11,4.012643684,0.204020436,0.455550922,10.05522402,8,November,New,Organic,Yes,Linux,Edge,North America,Yes
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12-01-2010 09:02,3.39,17850,United Kingdom,62,0,13,3.977802067,0.869848596,0.180163695,6.719946234,14,July,New,Direct,No,Windows,Chrome,Asia,Yes
536373,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12-01-2010 09:02,3.39,17850,United Kingdom,63,0,7,7.640342153,0.708024548,0.63727336,6.289690927,9,August,Returning,Referral,No,Linux,Firefox,Asia,Yes
536373,22752,SET 7 BABUSHKA NESTING BOXES,2,12-01-2010 09:02,7.65,17850,United Kingdom,64,0,7,6.731267829,0.577977056,0.923677742,3.40877804,9,January,Returning,Referral,No,Mac,Safari,Asia,No
536373,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12-01-2010 09:02,4.25,17850,United Kingdom,65,0,6,3.525225794,0.809077808,0.718843892,13.93782755,6,April,Returning,Organic,No,Mac,Chrome,Europe,Yes
536374,21258,VICTORIAN SEWING BOX LARGE,32,12-01-2010 09:09,10.95,15100,United Kingdom,66,0,13,7.795908685,0.11066458,0.506270494,15.51921679,9,June,Returning,Referral,No,Linux,Chrome,Europe,No
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12-01-2010 09:32,2.55,17850,United Kingdom,67,0,9,5.250051716,0.263600336,0.038658509,7.064021449,14,September,Returning,Organic,No,Linux,Edge,Asia,Yes
536375,71053,WHITE METAL LANTERN,6,12-01-2010 09:32,3.39,17850,United Kingdom,68,0,11,7.121671271,0.131050874,0.930282844,9.612595012,14,February,Returning,Organic,No,Linux,Firefox,Europe,No
536375,84406B,CREAM CUPID HEARTS COAT HANGER,8,12-01-2010 09:32,2.75,17850,United Kingdom,69,0,11,7.654357016,0.89597057,0.308044338,17.99894873,5,August,Returning,Direct,No,Mac,Safari,North America,No
536375,20679,EDWARDIAN PARASOL RED,6,12-01-2010 09:32,4.95,17850,United Kingdom,70,1,7,4.4748142,0.09879766,0.299952521,15.60940261,2,May,New,Referral,No,Linux,Edge,North America,No
536375,37370,RETRO COFFEE MUGS ASSORTED,6,12-01-2010 09:32,1.06,17850,United Kingdom,71,0,3,6.142639148,0.979950422,0.469596054,14.45530273,6,January,New,Organic,No,Mac,Firefox,Europe,Yes
536375,21871,SAVE THE PLANET MUG,6,12-01-2010 09:32,1.06,17850,United Kingdom,72,0,6,4.186483071,0.109891215,0.429165923,11.34666391,9,March,Returning,Direct,No,Windows,Edge,North America,No
536375,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12-01-2010 09:32,1.06,17850,United Kingdom,73,0,12,6.860204524,0.661819679,0.962349497,6.860760549,12,May,New,Organic,No,Mac,Safari,Asia,Yes
536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12-01-2010 09:32,1.06,17850,United Kingdom,74,0,7,5.180550288,0.660494049,0.165007455,7.423171693,9,March,Returning,Referral,No,Windows,Firefox,Asia,No
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12-01-2010 09:32,4.95,17850,United Kingdom,75,0,4,6.920644438,0.931246178,0.689122155,11.17608492,10,August,Returning,Organic,No,Mac,Edge,Asia,No
536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12-01-2010 09:32,6.95,17850,United Kingdom,76,0,17,8.049513328,0.32313251,0.106763199,12.19264927,1,May,Returning,Direct,No,Linux,Safari,Asia,Yes
536375,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12-01-2010 09:32,2.1,17850,United Kingdom,77,0,7,6.094463664,0.33201191,0.276897578,5.155576059,3,June,Returning,Organic,Yes,Windows,Safari,Asia,No
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12-01-2010 09:32,2.55,17850,United Kingdom,78,0,11,4.813080289,0.846293306,0.722137178,16.23064745,7,November,Returning,Referral,No,Linux,Firefox,Europe,No
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12-01-2010 09:32,3.39,17850,United Kingdom,79,0,11,4.846344247,0.978575553,0.804043434,17.03760517,11,January,Returning,Referral,No,Linux,Chrome,Asia,Yes
536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12-01-2010 09:32,3.39,17850,United Kingdom,80,0,10,-0.914063502,0.030138779,0.468924512,13.96958305,3,August,Returning,Direct,No,Mac,Safari,Europe,No
536375,22752,SET 7 BABUSHKA NESTING BOXES,2,12-01-2010 09:32,7.65,17850,United Kingdom,81,1,8,3.57441136,0.635316921,0.789345108,17.51769718,9,June,New,Organic,No,Linux,Chrome,North America,Yes
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12-01-2010 09:32,4.25,17850,United Kingdom,82,0,11,6.865147041,0.24363965,0.935127051,13.19126002,6,June,Returning,Referral,No,Linux,Firefox,North America,No
536376,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,12-01-2010 09:32,3.45,15291,United Kingdom,83,0,12,6.939762414,0.727962288,0.935787435,11.37075942,2,February,Returning,Organic,No,Linux,Edge,Asia,Yes
536376,21733,RED HANGING HEART T-LIGHT HOLDER,64,12-01-2010 09:32,2.55,15291,United Kingdom,84,0,14,3.530864684,0.772719009,0.342474455,10.25607724,7,April,Returning,Referral,Yes,Windows,Chrome,North America,Yes
536377,22632,HAND WARMER RED POLKA DOT,6,12-01-2010 09:34,1.85,17850,United Kingdom,85,0,13,5.329149235,0.762525557,0.312139841,8.415294038,7,April,New,Direct,No,Mac,Chrome,Europe,No
536377,22633,HAND WARMER UNION JACK,6,12-01-2010 09:34,1.85,17850,United Kingdom,86,0,9,4.621467156,0.435511176,0.726444652,9.974006987,7,July,Returning,Organic,No,Mac,Chrome,Asia,Yes
536378,22386,JUMBO BAG PINK POLKADOT,10,12-01-2010 09:37,1.95,14688,United Kingdom,87,0,12,6.379204757,0.157801386,0.654094503,4.79569895,13,March,Returning,Organic,No,Linux,Firefox,Asia,No
536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12-01-2010 09:37,1.95,14688,United Kingdom,88,0,11,9.417229527,0.584764631,0.392265108,9.581993428,2,May,Returning,Direct,No,Mac,Safari,Europe,No
536378,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,12-01-2010 09:37,2.95,14688,United Kingdom,89,1,5,6.416937156,0.789038073,0.228673304,4.15826003,12,March,Returning,Direct,No,Linux,Edge,North America,No
536378,20723,STRAWBERRY CHARLOTTE BAG,10,12-01-2010 09:37,0.85,14688,United Kingdom,90,0,11,3.659645091,0.912194999,0.618431888,5.995894967,6,July,Returning,Direct,Yes,Mac,Edge,Europe,Yes
536378,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,12-01-2010 09:37,3.75,14688,United Kingdom,91,0,9,4.843160944,0.452644324,0.430238992,16.14275802,4,January,Returning,Referral,No,Linux,Safari,Asia,Yes
536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12-01-2010 09:37,3.75,14688,United Kingdom,92,0,7,7.803856506,0.245675397,0.132113442,15.91084383,2,April,Returning,Referral,Yes,Linux,Safari,North America,Yes
536378,21094,SET/6 RED SPOTTY PAPER PLATES,12,12-01-2010 09:37,0.85,14688,United Kingdom,93,0,7,2.182646151,0.118822473,0.639248752,5.813837442,1,October,Returning,Organic,No,Linux,Edge,Asia,Yes
536378,20725,LUNCH BAG RED RETROSPOT,10,12-01-2010 09:37,1.65,14688,United Kingdom,94,0,14,3.769884669,0.797601108,0.697674412,14.35052146,3,February,Returning,Referral,No,Mac,Safari,North America,No
536378,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12-01-2010 09:37,2.55,14688,United Kingdom,95,0,9,6.419927864,0.535297367,0.36423201,7.058118449,11,March,Returning,Direct,No,Mac,Firefox,Europe,No
536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12-01-2010 09:37,2.55,14688,United Kingdom,96,0,4,7.588662506,0.674184092,0.831954407,6.68066938,6,June,New,Organic,No,Mac,Edge,Europe,No
536378,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12-01-2010 09:37,0.42,14688,United Kingdom,97,0,12,6.217935805,0.159240401,0.073673083,16.96152931,5,March,Returning,Referral,No,Linux,Safari,Asia,No
536378,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12-01-2010 09:37,0.55,14688,United Kingdom,98,0,10,3.78661017,0.006578817,0.49590978,4.528075629,9,November,Returning,Organic,No,Mac,Edge,North America,No
536378,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12-01-2010 09:37,0.55,14688,United Kingdom,99,0,8,6.073070603,0.967581607,0.956334473,1.06346871,5,June,New,Referral,No,Windows,Firefox,North America,Yes
536378,84991,60 TEATIME FAIRY CAKE CASES,24,12-01-2010 09:37,0.55,14688,United Kingdom,100,0,10,5.828585533,0.810888192,0.190463137,6.672474258,2,August,New,Organic,No,Windows,Edge,North America,Yes
536378,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,12-01-2010 09:37,2.95,14688,United Kingdom,101,0,13,5.701643534,0.400026409,0.172324242,6.990321744,7,November,Returning,Organic,No,Linux,Chrome,Asia,No
536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12-01-2010 09:37,1.25,14688,United Kingdom,102,0,8,4.805852646,0.457147785,0.378696686,8.134518895,6,December,New,Direct,No,Mac,Edge,North America,Yes
536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12-01-2010 09:37,0.38,14688,United Kingdom,103,0,7,5.105988616,0.92906536,0.268084043,1.396431469,5,February,Returning,Direct,No,Mac,Chrome,Europe,No
536378,21931,JUMBO STORAGE BAG SUKI,10,12-01-2010 09:37,1.95,14688,United Kingdom,104,0,15,3.185000279,0.207650284,0.221533394,11.75633021,12,November,Returning,Referral,No,Linux,Chrome,Asia,Yes
536378,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12-01-2010 09:37,1.95,14688,United Kingdom,105,1,5,9.96040845,0.802828685,0.949843062,19.48210668,13,June,New,Organic,No,Mac,Edge,Europe,No
536380,22961,JAM MAKING SET PRINTED,24,12-01-2010 09:41,1.45,17809,United Kingdom,106,0,6,5.313998881,0.017929528,0.344847773,11.50806238,11,February,Returning,Referral,No,Mac,Safari,Asia,No
536381,22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,12-01-2010 09:41,4.25,15311,United Kingdom,107,0,16,6.097024562,0.875712786,0.059838075,8.89371772,12,November,Returning,Direct,No,Mac,Edge,North America,No
536381,84854,GIRLY PINK TOOL SET,5,12-01-2010 09:41,4.95,15311,United Kingdom,108,0,8,4.564177567,0.589284006,0.899781715,13.34078755,11,July,Returning,Referral,Yes,Windows,Edge,Asia,Yes
536381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12-01-2010 09:41,1.95,15311,United Kingdom,109,0,9,6.690620659,0.477577959,0.448246048,10.37461821,10,December,Returning,Referral,Yes,Windows,Chrome,Asia,No
536381,82567,"AIRLINE LOUNGE,METAL SIGN",2,12-01-2010 09:41,2.1,15311,United Kingdom,110,0,11,2.403134117,0.706457702,0.735941762,10.28548706,5,August,New,Organic,No,Linux,Safari,North America,Yes
536381,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12-01-2010 09:41,1.25,15311,United Kingdom,111,0,10,1.508788929,0.067651131,0.367347247,9.588430226,6,September,Returning,Referral,No,Windows,Chrome,Asia,No
536381,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12-01-2010 09:41,1.25,15311,United Kingdom,112,0,4,4.939056985,0.195543957,0.935169037,11.08780874,5,June,Returning,Organic,No,Mac,Chrome,Europe,Yes
536381,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12-01-2010 09:41,1.25,15311,United Kingdom,113,1,12,9.10811055,0.406985082,0.287800255,7.945996408,5,February,Returning,Organic,No,Mac,Chrome,Europe,No
536381,71270,PHOTO CLIP LINE,1,12-01-2010 09:41,1.25,15311,United Kingdom,114,0,9,7.416641669,0.617866177,0.662766643,1.858636012,9,July,Returning,Referral,Yes,Windows,Chrome,Asia,No
536381,22262,FELT EGG COSY CHICKEN,1,12-01-2010 09:41,0.85,15311,United Kingdom,115,0,9,3.383107141,0.14454829,0.824344925,19.2437335,6,December,New,Organic,Yes,Windows,Edge,Asia,No
536381,22637,PIGGY BANK RETROSPOT ,1,12-01-2010 09:41,2.55,15311,United Kingdom,116,1,8,6.03217482,0.379492301,0.237932785,12.64990532,9,June,Returning,Referral,Yes,Mac,Chrome,Asia,Yes
536381,21934,SKULL SHOULDER BAG,10,12-01-2010 09:41,1.65,15311,United Kingdom,117,0,6,3.728021044,0.260892825,0.801510841,6.492171912,12,February,Returning,Referral,Yes,Windows,Firefox,North America,No
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,3,12-01-2010 09:41,1.69,15311,United Kingdom,118,0,9,5.852833375,0.645569367,0.792276011,11.75576536,3,June,Returning,Organic,Yes,Linux,Safari,Europe,No
536381,21166,COOK WITH WINE METAL SIGN ,1,12-01-2010 09:41,1.95,15311,United Kingdom,119,1,8,6.008787752,0.91927845,0.964223602,4.350110736,7,November,Returning,Organic,No,Windows,Chrome,Asia,Yes
536381,21175,GIN + TONIC DIET METAL SIGN,2,12-01-2010 09:41,2.1,15311,United Kingdom,120,0,8,6.852958242,0.165979133,0.922811915,11.9021299,8,May,Returning,Referral,No,Linux,Chrome,Europe,Yes
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,12-01-2010 09:41,2.95,15311,United Kingdom,121,0,12,1.868672606,0.189261144,0.388608725,13.71262544,10,September,Returning,Referral,No,Mac,Safari,Europe,Yes
